ImageFile,FD,Contrast,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,end_instructions.keys,end_instructions.rt,key_resp_4.keys,key_resp_4.rt,key_resp_6.keys,key_resp_6.rt,Fatigue.response,Fatigue.rt,key_resp_5.keys,key_resp_5.rt,n_objets.response,reaction_time.keys,vividness.response,vividness.rt,reaction_time.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,space,10.6062889558,,,,,,,,,,,,,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
,,,,,,,,,,,,,,,,,,,,,space,131.018406274,,,,,,,,,,,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
,,,,,,,,,,,,,,,,,,,,,,,space,12.3584170173,,,,,,,,,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
,,,,,,,,,,,,,,,,,,,,,,,,,8,12.402,,,,,,,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
,,,,,,,,,,,,,,,,,,,,,,,,,,,space,85.6796595924,,,,,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
pratique/fcloud_D1.4_30,1.4,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,None,None,None,277.204,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
pratique/fcloud65-35_D1.2_30,1.2,1,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,1,None,2,11.976,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
pratique/fcloud80-20_D1.8_30,1.8,2,0,2,2,4,,,,,,,,,,,,,,,,,,,,,,,1,space,4,2.383,5.94336701251,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
pratique/fcloud_D0.8_30,0.8,0,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,1,space,5,2.182,6.51544865486,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
pratique/fcloud65-35_D1.6_30,1.6,1,0,4,4,2,,,,,,,,,,,,,,,,,,,,,,,2,space,2,4.348,6.12802553829,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,115.649021881,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D0.8_1.tif,0.8,2,,,,,0,0,0,72,,,,,,,,,,,,,,,,,,,1,None,2,3.634,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D1.4_1.tif,1.4,2,,,,,0,1,1,90,,,,,,,,,,,,,,,,,,,2,space,2,3.216,8.00130621518,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D1.9_1.tif,1.9,2,,,,,0,2,2,105,,,,,,,,,,,,,,,,,,,None,None,None,14.356,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D0.9_2.tif,0.9,2,,,,,0,3,3,76,,,,,,,,,,,,,,,,,,,1,None,3,1.568,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D1.1_2.tif,1.1,0,,,,,0,4,4,10,,,,,,,,,,,,,,,,,,,3,space,4,1.851,4.42961114267,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D0.9_1.tif,0.9,0,,,,,0,5,5,3,,,,,,,,,,,,,,,,,,,2,space,3,2.934,7.29888167212,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D1.4_3.tif,1.4,0,,,,,0,6,6,20,,,,,,,,,,,,,,,,,,,3,space,4,1.718,5.33365136237,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D1.4_2.tif,1.4,0,,,,,0,7,7,19,,,,,,,,,,,,,,,,,,,1,space,2,2.617,11.3996560968,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D1_1.tif,1.0,2,,,,,0,8,8,78,,,,,,,,,,,,,,,,,,,None,None,None,12.293,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D1_2.tif,1.0,2,,,,,0,9,9,79,,,,,,,,,,,,,,,,,,,None,None,None,21.832,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D1.8_1.tif,1.8,0,,,,,0,10,10,30,,,,,,,,,,,,,,,,,,,1,space,2,0.901,5.84406330081,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D1.2_1.tif,1.2,1,,,,,0,11,11,48,,,,,,,,,,,,,,,,,,,None,None,None,10.243,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D1.8_2.tif,1.8,0,,,,,0,12,12,31,,,,,,,,,,,,,,,,,,,None,None,None,19.5,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D1.6_3.tif,1.6,2,,,,,0,13,13,98,,,,,,,,,,,,,,,,,,,1,None,2,1.686,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D1.5_1.tif,1.5,0,,,,,0,14,14,21,,,,,,,,,,,,,,,,,,,1,None,5,1.271,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D1.6_2.tif,1.6,1,,,,,0,15,15,61,,,,,,,,,,,,,,,,,,,1,None,3,1.518,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D1_1.tif,1.0,0,,,,,0,16,16,6,,,,,,,,,,,,,,,,,,,2,space,4,2.683,7.19077578696,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D1.9_1.tif,1.9,0,,,,,0,17,17,33,,,,,,,,,,,,,,,,,,,1,space,4,2.068,3.41249566266,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D0.8_1.tif,0.8,0,,,,,0,18,18,0,,,,,,,,,,,,,,,,,,,2,space,4,0.89,4.28769479494,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D1.7_3.tif,1.7,2,,,,,0,19,19,101,,,,,,,,,,,,,,,,,,,1,None,1,1.001,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D1.3_2.tif,1.3,0,,,,,0,20,20,16,,,,,,,,,,,,,,,,,,,1,space,4,1.37,7.22672266446,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D0.9_3.tif,0.9,0,,,,,0,21,21,5,,,,,,,,,,,,,,,,,,,1,space,5,3.553,6.6161007343,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D1.5_3.tif,1.5,1,,,,,0,22,22,59,,,,,,,,,,,,,,,,,,,1,space,3,1.918,7.59516582149,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D1.2_3.tif,1.2,1,,,,,0,23,23,50,,,,,,,,,,,,,,,,,,,1,space,4,0.819,7.09490493828,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D1.3_1.tif,1.3,0,,,,,0,24,24,15,,,,,,,,,,,,,,,,,,,None,None,None,10.345,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D1.9_1.tif,1.9,1,,,,,0,25,25,69,,,,,,,,,,,,,,,,,,,1,space,3,2.15,5.14088977879,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D1.6_1.tif,1.6,2,,,,,0,26,26,96,,,,,,,,,,,,,,,,,,,None,None,None,11.011,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D1.4_2.tif,1.4,1,,,,,0,27,27,55,,,,,,,,,,,,,,,,,,,1,None,1,0.754,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
